cluster_id,keywords,cluster_name,experiment_id,umap_params,hdbscan_params
9,"['branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network downtime', 'branch network downtime', 'branch network outage', 'branch network downtime', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network downtime', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network downtime', 'branch network outage', 'branch network outage', 'branch network downtime', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network downtime', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network downtime', 'branch network downtime', 'branch network downtime', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network downtime', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network downtime', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network downtime', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage']",Cluster 9,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
10,"['ach routing number', 'ach routing error', 'ach routing error', 'ach routing error', 'ach routing error', 'ach routing error', 'ach routing error', 'ach routing error']",Cluster 10,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
11,"['fail ach payroll', 'ach batch failure', 'ach batch delay', 'ach batch failure', 'ach route validation', 'ach batch failure', 'ach file rejection', 'ach batch failure', 'ach file validation', 'ach batch failure', 'ach batch failure', 'ach batch failure', 'ach batch failure', 'fail ach batch', 'ach batch failure', 'ach batch failure', 'ach api timeout', 'ach batch failure', 'ach batch failure', 'ach batch failure', 'ach batch failure', 'ach route error', 'ach batch failure', 'ach batch failure', 'ach api timeout', 'ach batch failure']",Cluster 11,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
12,"['duplicate ach payment', 'duplicate ach payment', 'duplicate wire transfer', 'duplicate ach payment', 'duplicate wire transfer', 'duplicate debit transaction', 'duplicate wire transfer']",Cluster 12,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
13,"['ach payment failure', 'ach transfer failure', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'nacha connectivity failure', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'delay ach payment', 'delay ach payment', 'ach payment delay', 'ach payment failure', 'ach payment delay', 'ach payment failure', 'nacha file error', 'ach payment failure', 'ach settlement rejection', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment failure', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach processing timeout', 'ach payment failure', 'ach payment failure', 'ach payment delay', 'ach payment failure', 'ach payment failure', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment failure', 'ach payment delay', 'ach payment failure', 'ach payment failure', 'ach payment delay', 'ach payment failure', 'ach payment delay', 'ach payment failure', 'ach payment delay', 'ach payment failure', 'ach payment delay', 'ach payment failure', 'ach payment delay', 'ach payment failure', 'ach payment failure', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'nacha file transmission', 'ach payment stall', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment failure', 'ach payment failure', 'ach payment failure', 'ach payment failure', 'ach payment delay', 'ach payment failure', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment stall', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment failure', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment failure', 'ach payment delay', 'ach payment rejection', 'ach payment delay', 'ach payment delay']",Cluster 13,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
14,"['ob login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure']",Cluster 14,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
15,"['brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack']",Cluster 15,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
16,"['report generation failure', 'report server failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report server failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'reconciliation report failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'hard bounce analysis', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'daily report failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'stage backup failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'reconciliation report failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'transaction report discrepancy', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'log retention failure', 'log retention violation', 'report generation failure', 'reconciliation report failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure']",Cluster 16,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
17,"['mobile balance discrepancy', 'mobile balance discrepancy', 'mobile balance discrepancy', 'mobile bill pay failure', 'mobile deposit quality', 'mobile balance discrepancy', 'mobile deposit crash', 'mobile balance discrepancy']",Cluster 17,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
18,"['mobile app alignment', 'mobile app crash', 'mobile app crash', 'mobile app crash', 'mobile app crash', 'mobile app crash', 'mobile app crash', 'mobile app crash', 'mobile app delay', 'mobile app crash', 'mobile app crash', 'mobile app crash', 'mobile app crash', 'mobile app crash', 'mobile app crash', 'mobile app crash', 'mobile app crash', 'mobile app crash', 'mobile app crash', 'mobile app crash', 'mobile app crash', 'mobile app crash', 'mobile app crash', 'mobile app crash', 'mobile app crash']",Cluster 18,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
19,"['phishe email threat', 'phishe email detection', 'phishe email spike', 'phishe email threat', 'phishe email response', 'phishe email response', 'phishe email response', 'phishe email response', 'phishe email response', 'phishe email threat']",Cluster 19,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
20,"['ach payroll failure', 'ach payroll failure', 'ach payroll failure', 'ach payroll failure', 'ach payroll failure', 'ach payroll failure', 'ach payroll delay', 'ach payroll failure', 'ach payroll failure', 'ach payroll failure', 'ach payroll rejection']",Cluster 20,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
21,"['report query performance', 'query performance degradation', 'report query timeout', 'report query performance', 'report query performance', 'report query performance', 'report database capacity', 'report query performance', 'report performance degradation', 'report query performance']",Cluster 21,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
22,"['database performance degradation', 'database performance degradation', 'database performance degradation', 'database performance degradation', 'database lock contention', 'database query performance', 'database performance degradation', 'database performance degradation', 'database replication lag', 'database performance degradation', 'database query performance', 'database query latency', 'database backup failure', 'database performance degradation', 'database query latency', 'database performance degradation', 'database connection timeout', 'database query latency', 'database query performance', 'database query latency', 'db connection timeout', 'database performance degradation', 'database connection error', 'database query performance', 'database query performance', 'database connection timeout', 'database disk space', 'database performance degradation', 'database performance degradation', 'database replication lag', 'database performance degradation', 'database performance degradation', 'database query performance', 'database performance degradation', 'database query performance', 'database performance degradation', 'database performance degradation', 'database query performance', 'database query timeout', 'database performance degradation', 'database performance degradation', 'database performance degradation']",Cluster 22,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
23,"['account nickname truncation', 'account nickname truncation', 'account nickname truncation', 'account nickname font', 'account nickname truncation', 'nickname display error', 'account nickname font', 'account nickname truncation', 'account nickname font', 'account nickname truncation', 'account nickname font', 'account nickname truncation', 'account nickname font', 'account nickname alignment', 'account nickname truncation', 'account nickname truncation', 'account nickname truncation', 'account nickname font', 'account nickname font', 'nickname truncation', 'account nickname font', 'account nickname font', 'account nickname display', 'account nickname truncation', 'account nickname alignment', 'account nickname truncation', 'account nickname alignment', 'account nickname truncation', 'account nickname display', 'nickname truncation', 'account nickname alignment', 'account nickname display', 'account nickname alignment', 'account nickname truncation', 'account nickname font', 'account nickname font', 'account nickname font', 'account nickname font', 'account nickname truncation', 'account nickname truncation', 'account nickname display', 'account nickname alignment', 'account nickname truncation', 'account nickname font', 'account nickname font', 'account nickname display', 'account nickname font', 'account nickname font', 'account nickname display', 'account nickname truncation', 'account nickname truncation', 'account nickname truncation', 'account nickname truncation', 'account nickname alignment', 'account nickname alignment', 'account nickname truncation', 'nickname truncation', 'account nickname display', 'account nickname truncation', 'account nickname truncation', 'account nickname font', 'account nickname truncation', 'account nickname truncation', 'account nickname truncation', 'account nickname truncation']",Cluster 23,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
24,"['receipt printer error', 'receipt printer failure', 'receipt printer failure', 'receipt printer failure', 'receipt printer failure', 'receipt printer failure', 'receipt printer failure', 'receipt printer offline', 'receipt printer error', 'receipt printer error', 'receipt printer failure', 'receipt printer failure', 'receipt printer error', 'receipt printer failure', 'receipt printer failure', 'receipt printer failure', 'receipt printer failure', 'receipt printer failure', 'receipt printer failure', 'receipt printer failure', 'receipt printer failure', 'receipt printer failure']",Cluster 24,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
25,"['date format bug', 'date format error', 'route number validation', 'invalid route number', 'invalid route number', 'route number validation', 'uk date format', 'invalid route number', 'route number validation', 'invalid route number', 'invalid route number', 'invalid route number', 'invalid route number', 'invalid route number', 'invalid route number', 'route number validation', 'invalid route number', 'invalid route number', 'invalid route number', 'invalid route number', 'invalid route number', 'invalid route number', 'invalid ach routing', 'invalid route number', 'route number validation', 'invalid route number', 'invalid route number', 'invalid route number', 'invalid ach routing', 'invalid ach routing', 'invalid route number', 'invalid route number']",Cluster 25,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
