cluster_id,keywords,cluster_name,experiment_id,umap_params,hdbscan_params
9,"['loan application clarification', 'loan dscr discrepancy', 'loan application clarification', 'loan procedure revision', 'loan procedure revision', 'loan procedure update', 'loan procedure revision', 'loan procedure revision', 'loan procedure revision']",Cluster 9,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
10,"['loan documentation request', 'loan documentation request', 'beneficial ownership certification', 'beneficial ownership certification', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan origination upgrade', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan origination upgrade', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update', 'loan documentation update']",Cluster 10,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
11,"['fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent swift message', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'wire transfer verification', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent wire transfer', 'wire transfer threshold']",Cluster 11,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
12,"['branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit', 'branch transaction audit']",Cluster 12,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
13,"['finacle system maintenance', 'fiserv horizon maintenance', 'finacle system maintenance', 'finacle system maintenance', 'finacle system outage', 'finacle system maintenance', 'finacle system maintenance', 'fiserv horizon maintenance', 'finacle system maintenance', 'finacle system maintenance']",Cluster 13,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
14,"['finacle system upgrade', 'finacle system upgrade', 'finacle system upgrade', 'rtgs system upgrade', 'rtgs system upgrade', 'rtgs system upgrade', 'rtgs system upgrade', 'rtgs system upgrade', 'rtgs system upgrade', 'rtgs system upgrade', 'rtgs system upgrade', 'finacle system upgrade', 'rtgs system upgrade', 'rtgs system upgrade', 'rtgs system upgrade', 'rtgs system upgrade', 'rtgs system upgrade', 'rtgs system upgrade', 'rtgs system upgrade', 'rtgs system upgrade', 'rtgs system upgrade', 'rtgs system upgrade', 'rtgs system upgrade', 'rtgs system upgrade', 'rtgs system upgrade', 'rtgs system upgrade', 'rtgs system upgrade', 'rtgs system upgrade', 'rtgs system upgrade', 'rtgs system upgrade', 'rtgs system upgrade', 'rtgs system upgrade', 'rtgs system upgrade']",Cluster 14,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
15,"['sentinel system update', 'sentinel system upgrade', 'sentinel system upgrade', 'sentinel system update', 'sentinel system update', 'sentinel system launch', 'sentinel system update', 'sentinel system update', 'sentinel system update', 'sentinel system update', 'sentinel system update', 'sentinel system update', 'sentinel system update', 'sentinel system update', 'sentinel system update', 'sentinel system update', 'sentinel system update', 'sentinel system update', 'sentinel system update', 'sentinel system update', 'sentinel system update', 'sentinel system update', 'sentinel system update', 'sentinel system update', 'sentinel system update', 'sentinel system update', 'sentinel system update', 'sentinel system update', 'sentinel system update', 'sentinel system update', 'sentinel system update', 'sentinel system update', 'sentinel system update']",Cluster 15,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
16,"['sentinel vulnerability patch', 'sentinel update implementation', 'sentinel update deployment', 'sentinel algorithm update', 'sentinel update implementation', 'sentinel update procedure', 'sentinel update deployment', 'sentinel update deployment', 'sentinel update impact', 'sentinel update deployment', 'sentinel update procedure', 'sentinel update deployment']",Cluster 16,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
17,"['vigilance system upgrade', 'vigilance system update', 'vigilance system update', 'vigilance update', 'vigilance update', 'vigilance system update', 'vigilance system update', 'vigilance update deployment', 'vigilance system update', 'vigilance system update', 'vigilance system update', 'vigilance system update', 'vigilance system update', 'vigilance system update', 'vigilance update deployment', 'vigilance system update', 'vigilance system upgrade']",Cluster 17,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
18,"['core banking upgrade', 'core banking upgrade', 'core banking upgrade', 'core banking upgrade', 'core banking upgrade', 'core banking upgrade', 'core banking outage', 'core banking upgrade', 'core banking upgrade', 'core banking upgrade', 'core banking upgrade', 'core banking upgrade', 'core banking upgrade', 'core banking upgrade', 'core banking upgrade']",Cluster 18,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
19,"['lendsmart system upgrade', 'lendsmart v2.0 upgrade', 'lendsmart system upgrade', 'lendsmart v2.0 upgrade', 'lendsmart training', 'lendsmart system upgrade', 'lendsmart system upgrade', 'lendsmart implementation', 'lendsmart system upgrade', 'lendsmart implementation', 'lendsmart system upgrade', 'lendsmart system upgrade', 'lendsmart system upgrade']",Cluster 19,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
20,"['lendsmart los training', 'lendsmart los training', 'lendsmart los upgrade', 'lendsmart los upgrade', 'lendsmart los upgrade', 'lendsmart los upgrade', 'lendsmart los upgrade', 'lendsmart los upgrade', 'lendsmart los implementation', 'lendsmart los upgrade', 'lendsmart los upgrade', 'lendsmart los training', 'lendsmart los training']",Cluster 20,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
21,"['fraud detection system', 'fraud detection protocol', 'fraud detection system', 'fraud detection misconfiguration', 'fraud detection system', 'fraud detection system', 'fraud detection system', 'fraud detection system']",Cluster 21,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
22,"['loan guideline revision', 'loan guideline revision', 'loan guideline update', 'loan guideline update', 'loan guideline revision', 'loan guideline revision', 'loan guideline revision', 'loan guideline revision', 'commercial loan audit', 'loan guideline revision', 'loan guideline revision', 'loan guideline revision', 'loan guideline revision', 'loan guideline revision', 'loan guideline revision', 'loan guideline revision', 'loan guideline revision', 'loan guideline revision', 'loan guideline revision', 'loan guideline revision', 'loan guideline revision', 'loan guideline revision', 'loan guideline revision', 'loan guideline revision']",Cluster 22,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
23,"['bsa aml audit', 'bsa aml audit', 'bsa aml audit', 'bsa aml audit', 'bsa aml audit', 'bsa aml audit']",Cluster 23,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
24,"['account opening procedure', 'new account procedure', 'new account procedure', 'new account kyc', 'account opening procedure', 'account opening procedure', 'account opening procedure', 'new account procedure', 'account opening procedure']",Cluster 24,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
25,"['loan system upgrade', 'loan system upgrade', 'loan system upgrade', 'loan system upgrade', 'loan system upgrade', 'loan system upgrade', 'loan system upgrade', 'loan system upgrade', 'loan system update', 'loan system upgrade', 'loan system upgrade', 'loan system upgrade', 'loan system upgrade', 'loan system upgrade', 'loan system upgrade', 'loan system upgrade', 'loan system upgrade', 'loan system upgrade', 'loan system upgrade', 'loan system upgrade', 'loan system upgrade', 'loan system upgrade', 'loan system upgrade', 'loan system upgrade', 'loan system upgrade', 'loan system upgrade', 'loan system upgrade', 'loan system upgrade', 'loan system upgrade', 'loan system upgrade', 'loan system upgrade', 'loan system upgrade', 'loan system upgrade', 'loan system upgrade', 'loan system upgrade', 'loan system upgrade', 'loan system upgrade', 'loan system upgrade', 'loan system upgrade', 'loan system upgrade', 'loan system upgrade', 'loan system upgrade', 'loan system update', 'loan system upgrade', 'loan system upgrade', 'loan system upgrade', 'loan system upgrade', 'loan system upgrade', 'loan system upgrade']",Cluster 25,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
26,"['fraudulent ach transfer', 'fraudulent ach transfer', 'fraudulent ach transfer', 'fraudulent ach transfer', 'fraudulent ach transfer', 'fraudulent ach transfer', 'fraudulent ach transfer', 'fraudulent ach transfer', 'fraudulent ach transaction', 'fraudulent ach transfer', 'fraudulent ach transfer']",Cluster 26,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
27,"['fraudulent ach activity', 'fraudulent ach activity', 'fraudulent ach activity', 'fraudulent ach activity', 'fraudulent ach activity', 'fraudulent ach activity', 'fraudulent ach activity', 'fraudulent ach activity']",Cluster 27,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
28,"['fraudulent debit card', 'fraudulent debit transaction', 'fraudulent debit activity', 'fraudulent debit transaction', 'fraudulent debit transaction']",Cluster 28,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
29,"['kyc procedure update', 'kyc documentation update', 'kyc procedure update', 'kyc documentation update', 'kyc procedure update', 'kyc procedure update', 'kyc documentation update', 'update kyc procedure', 'kyc verification update', 'kyc procedure update', 'kyc procedure update', 'kyc update procedure', 'kyc documentation update', 'kyc procedure update']",Cluster 29,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
30,"['revise aml rule', 'revise aml procedure', 'revise aml procedure', 'revise aml rule', 'revise aml guideline', 'enhance kyc verification', 'revise kyc procedure', 'revise kyc procedure', 'revise kyc procedure']",Cluster 30,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
31,"['fraudulent transaction pattern', 'fraudulent transaction review', 'fraudulent transfer attempt', 'fraudulent transaction spike', 'fraudulent transaction pattern', 'fraudulent transaction spike']",Cluster 31,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
32,"['fraudulent transaction review', 'fraudulent transaction review', 'fraudulent transaction review', 'fraudulent transaction alert', 'fraudulent transaction review', 'fraudulent transaction review', 'fraudulent transaction alert', 'fraudulent transaction alert', 'fraudulent transaction review', 'fraudulent transaction alert', 'fraudulent transaction alert', 'fraudulent transaction alert', 'fraudulent transaction alert', 'fraudulent transaction alert', 'fraudulent transaction alert', 'fraudulent transaction alert', 'fraudulent transaction alert']",Cluster 32,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
33,"['aml rule revision', 'aml rule revision', 'aml rule revision', 'aml rule update', 'aml rule revision', 'aml rule revision', 'aml rule revision']",Cluster 33,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
34,"['aml rule revision', 'aml rule revision', 'aml rule revision', 'aml rule revision', 'aml rule revision', 'aml rule revision', 'aml rule revision', 'aml rule revision']",Cluster 34,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
35,"['branch audit notification', 'branch audit notification', 'branch audit notification', 'branch audit notification', 'branch audit notification']",Cluster 35,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
36,"['branch audit notification', 'branch audit notification', 'branch audit notification', 'branch audit notification', 'branch audit notification', 'branch audit notification', 'branch audit notification']",Cluster 36,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
37,"['branch audit notification', 'branch audit notification', 'branch audit notification', 'branch audit notification', 'branch audit notification']",Cluster 37,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
38,"['los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade']",Cluster 38,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
39,"['los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade']",Cluster 39,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
40,"['los system upgrade', 'los system upgrade', 'los system training', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system training', 'los system training', 'los system upgrade', 'los system training', 'los system upgrade', 'los system training', 'los system training']",Cluster 40,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
41,"['fraud system upgrade', 'fraud system upgrade', 'fraud system upgrade', 'fraud system upgrade', 'fraud system upgrade', 'fraud system upgrade', 'fraud system upgrade', 'fraud system upgrade', 'fraud system upgrade', 'fraud system upgrade', 'fraud system upgrade', 'fraud system upgrade', 'fraud system upgrade', 'fraud system upgrade', 'fraud system upgrade', 'fraud system upgrade', 'fraud system upgrade', 'fraud system upgrade', 'fraud system upgrade']",Cluster 41,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
42,"['fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update']",Cluster 42,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
43,"['fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update']",Cluster 43,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
44,"['fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update']",Cluster 44,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
45,"['fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update']",Cluster 45,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
46,"['fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update']",Cluster 46,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
47,"['fraud detection upgrade', 'fraud detection upgrade', 'fraud detection upgrade', 'fraud detection upgrade', 'fraud detection upgrade', 'fraud detection upgrade', 'fraud detection upgrade', 'fraud detection rollout', 'fraud detection upgrade', 'fraud detection upgrade', 'fraud detection upgrade', 'fraud detection upgrade', 'fraud detection upgrade', 'fraud detection upgrade', 'fraud detection upgrade', 'fraud detection upgrade', 'fraud detection rollout', 'fraud detection upgrade', 'fraud detection upgrade', 'fraud detection upgrade', 'fraud detection upgrade', 'fraud detection upgrade', 'fraud detection upgrade', 'fraud detection upgrade']",Cluster 47,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
48,"['branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation']",Cluster 48,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
49,"['branch audit review', 'branch audit review', 'branch audit schedule', 'branch audit review', 'branch audit review', 'branch audit review', 'branch audit review']",Cluster 49,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
50,"['branch audit compliance', 'branch audit compliance', 'branch audit compliance', 'branch audit compliance', 'branch audit compliance']",Cluster 50,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
