cluster_id,keywords,cluster_name
9,"['suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious mobile login', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'unusual login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity', 'suspicious login activity']",Login / Suspicious / Activity
10,"['billpay module crash', 'bill pay alignment', 'bill payment failure', 'bill payment failure', 'bill pay alignment', 'bill pay alignment', 'bill pay alignment', 'bill pay alignment', 'bill pay alignment', 'bill pay ui', 'bill pay alignment', 'bill pay alignment', 'bill pay ui']",Bill / Alignment / Payment
11,"['exchange online outage', 'exchange online delay', 'exchange online outage', 'exchange online outage', 'exchange online outage', 'exchange online outage']",Exchange / Online / Outage
12,"['outlook signature display', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server downtime', 'exchange server performance', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server performance', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server failure', 'exchange server offline', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server cpu', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server downtime', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server downtime', 'exchange server outage', 'exchange server outage', 'exchange server queue', 'exchange server outage', 'exchange server failure', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server downtime', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange email delay']",Exchange / Server / Outage
13,"['fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent transaction alert', 'fraudulent transaction alert', 'fraudulent transfer attempt', 'fraudulent wire transfer', 'fraudulent wire transfer', 'high risk transaction', 'fraudulent wire transfer', 'fraudulent transaction alert']",Fraudulent / Transfer / Wire
14,"['report generation failure', 'report server failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report server failure', 'report generation failure', 'report generation failure', 'report generation failure', 'fedline connection error', 'report generation failure', 'reconciliation report failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'hard bounce analysis', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'daily report failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'reconciliation report failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'transaction report discrepancy', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'reconciliation report failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure']",Report / Failure / Generation
15,"['verbose logging issue', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'stage backup failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'archive backup failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'backup job failure']",Failure / Batch / Backup
16,"['ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'delay ach payment', 'delay ach payment', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach processing timeout', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment stall', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment stall', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay', 'ach payment delay']",Payment / Delay / Stall
17,"['brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack']",Brute / Force / Attack
18,"['account nickname truncation', 'account nickname truncation', 'account nickname truncation', 'account nickname truncation', 'account nickname truncation', 'account nickname truncation', 'account nickname truncation', 'account nickname truncation', 'account nickname truncation', 'account nickname truncation', 'account nickname truncation', 'account nickname truncation', 'account nickname truncation', 'account nickname truncation', 'account nickname truncation', 'account nickname truncation', 'account nickname truncation', 'account nickname truncation', 'account nickname truncation', 'account nickname truncation', 'account nickname truncation', 'account nickname truncation', 'account nickname truncation', 'account nickname truncation', 'account nickname truncation', 'account nickname truncation', 'account nickname truncation', 'account nickname truncation']",Account / Nickname / Truncation
19,"['nickname display error', 'account nickname alignment', 'nickname truncation', 'account nickname display', 'account nickname alignment', 'account nickname alignment', 'account nickname display', 'nickname truncation', 'account nickname alignment', 'account nickname display', 'account nickname alignment', 'account nickname display', 'account nickname alignment', 'account nickname display', 'account nickname display', 'account nickname alignment', 'account nickname alignment', 'nickname truncation', 'account nickname display']",Nickname / Account / Display
20,"['fraudulent login attempt', 'fraudulent login attempt', 'fraudulent login attempt', 'fraudulent login attempt', 'fraudulent login attempt', 'fraudulent login attempt', 'fraudulent login attempt', 'fraudulent login attempt', 'fraudulent login attempt', 'fraudulent login attempt', 'fraudulent login attempt']",Fraudulent / Login / Attempt
21,"['suspicious login attempt', 'suspicious login attempt', 'suspicious login attempt', 'suspicious login attempt', 'suspicious login attempt', 'suspicious login attempt', 'suspicious login attempt', 'suspicious login attempt', 'suspicious login attempt', 'suspicious login attempt', 'suspicious login attempt', 'suspicious login attempt', 'suspicious login attempt', 'suspicious login attempt', 'suspicious login attempt', 'suspicious login attempt', 'suspicious login attempt', 'suspicious login attempt']",Suspicious / Login / Attempt
22,"['account nickname font', 'account nickname font', 'account nickname font', 'account nickname font', 'account nickname font', 'account nickname font', 'account nickname font', 'account nickname font', 'account nickname font', 'account nickname font', 'account nickname font', 'account nickname font', 'account nickname font', 'account nickname font', 'account nickname font', 'account nickname font', 'account nickname font', 'account nickname font']",Account / Nickname / Font
23,"['branch network latency', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network latency', 'branch router cpu', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network connectivity', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network connectivity', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network latency']",Branch / Network / Latency
24,"['mpls circuit latency', 'mpls circuit failure', 'mpls circuit latency', 'mpls connection drop', 'mpls circuit latency', 'mpls circuit latency', 'mpls circuit latency', 'mpls circuit latency', 'mpls circuit latency', 'mpls network latency', 'mpls circuit latency', 'mpls circuit failure', 'mpls network latency', 'mpls link failure', 'mpls connection failure']",Mpls / Circuit / Latency
25,"['mobile balance discrepancy', 'mobile balance discrepancy', 'mobile balance discrepancy', 'mobile bill pay failure', 'mobile deposit quality', 'mobile balance discrepancy', 'mobile deposit crash', 'mobile balance discrepancy']",Mobile / Balance / Discrepancy
26,"['mobile app alignment', 'mobile app crash', 'mobile app crash', 'mobile app crash', 'mobile app crash', 'mobile app crash', 'mobile app crash', 'mobile app crash', 'mobile app delay', 'mobile app crash', 'mobile app crash', 'mobile app crash', 'mobile app crash', 'mobile app crash', 'mobile app crash', 'mobile app crash', 'mobile app crash', 'mobile app crash', 'mobile app crash', 'mobile app crash', 'mobile app crash', 'mobile app crash', 'mobile app crash', 'mobile app crash', 'mobile app crash']",Mobile / Crash / Alignment
27,"['phishe email threat', 'phishe email detection', 'phishe email spike', 'phishe email threat', 'phishe email response', 'phishe email response', 'phishe email response', 'phishe email response', 'phishe email response', 'phishe email threat']",Phishe / Email / Response
28,"['slow report generation', 'slow query performance', 'slow query performance', 'slow query performance', 'slow query performance', 'slow query performance']",Slow / Query / Performance
29,"['credential stuffing attack', 'credential stuffing attempt', 'credential stuffing attack', 'credential stuffing attack', 'credential stuffing attack']",Credential / Stuffing / Attack
30,"['snowflake query timeout', 'snowflake connection timeout', 'snowflake report failure', 'snowflake connection failure', 'snowflake report timeout', 'snowflake query performance']",Snowflake / Timeout / Query
31,"['receipt printer error', 'receipt printer failure', 'receipt printer failure', 'receipt printer failure', 'receipt printer failure', 'receipt printer failure', 'receipt printer failure', 'receipt printer offline', 'receipt printer error', 'receipt printer error', 'receipt printer failure', 'receipt printer failure', 'receipt printer error', 'receipt printer failure', 'receipt printer failure', 'receipt printer failure', 'receipt printer failure', 'receipt printer failure', 'receipt printer failure', 'receipt printer failure', 'receipt printer failure', 'receipt printer failure']",Receipt / Printer / Failure
32,"['sql query timeout', 'sql query timeout', 'sql query timeout', 'sql query timeout', 'sql query timeout', 'sql timeout error', 'sql server timeout', 'sql query timeout', 'sql query timeout', 'sql query timeout', 'sql query timeout', 'sql query timeout', 'sql query timeout', 'sql query timeout', 'sql query timeout', 'sql query timeout', 'sql query timeout', 'sql query timeout', 'sql query timeout', 'sql query timeout', 'sql query timeout', 'sql query timeout', 'sql query timeout', 'sql query timeout']",Timeout / Query / Error
33,"['report generation delay', 'report generation delay', 'report generation delay', 'report generation delay', 'regulatory reporting failure', 'report generation delay', 'report generation timeout', 'report generation delay', 'report generation delay', 'report generation timeout', 'report generation delay', 'report generation timeout', 'report generation delay', 'report generation delay', 'report generation timeout', 'report generation timeout', 'regulatory report failure', 'report generation delay', 'report generation delay', 'report generation delay', 'report generation timeout', 'report generation delay', 'report generation delay', 'report generation delay', 'regulatory reporting failure', 'report generation delay', 'report generation timeout', 'report generation timeout', 'report generation delay', 'regulatory reporting delay', 'report generation delay', 'report generation delay', 'report generation delay', 'report generation delay', 'report generation timeout', 'report generation timeout']",Report / Generation / Delay
34,"['teller app freeze', 'teller printer offline', 'teller printer offline', 'teller printer failure', 'teller printer error', 'teller app slowness', 'teller printer offline', 'teller printer offline', 'teller printer offline', 'teller printer failure', 'teller printer offline']",Teller / Printer / Offline
35,"['oracle query performance', 'sql server performance', 'oracle database performance', 'oracle query performance']",Performance / Oracle / Query
36,"['store procedure performance', 'sql query optimization', 'sql query performance', 'sql query performance', 'sql query performance', 'sql query performance', 'sql query performance', 'sql query performance', 'sql query performance']",Performance / Query / Store
37,"['ach payment failure', 'ach transfer failure', 'ach payment failure', 'ach payment failure', 'ach payment failure', 'ach settlement rejection', 'ach payment failure', 'ach payment failure', 'ach payment failure', 'ach payment failure', 'ach payment failure', 'ach payment failure', 'ach payment failure', 'ach payment failure', 'ach payment failure', 'ach payment failure', 'ach payment failure', 'ach payment failure', 'ach payment failure', 'ach payment failure', 'ach payment failure', 'ach payment failure', 'ach payment failure', 'ach payment failure', 'ach payment failure', 'ach payment failure', 'ach payment failure', 'ach payment rejection']",Payment / Failure / Rejection
38,"['duplicate ach payment', 'duplicate ach payment', 'duplicate wire transfer', 'duplicate ach payment', 'nacha connectivity failure', 'duplicate wire transfer', 'duplicate debit transaction', 'duplicate wire transfer', 'nacha file error', 'nacha file transmission']",Duplicate / Payment / Wire
39,"['ach payroll failure', 'ach payroll failure', 'fail ach payroll', 'ach payroll failure', 'ach payroll failure', 'ach payroll failure', 'ach payroll failure', 'ach payroll delay', 'ach payroll failure', 'ach payroll failure', 'ach payroll failure', 'ach payroll rejection']",Payroll / Failure / Fail
40,"['database performance degradation', 'database performance degradation', 'database performance degradation', 'database performance degradation', 'database performance degradation', 'database performance degradation', 'database performance degradation', 'database performance degradation', 'database performance degradation', 'database performance degradation', 'database performance degradation', 'database performance degradation', 'database performance degradation', 'database performance degradation', 'database performance degradation', 'database performance degradation', 'database performance degradation', 'database performance degradation', 'database performance degradation', 'database performance degradation']",Database / Performance / Degradation
41,"['report query performance', 'query performance degradation', 'report query timeout', 'report query performance', 'report query performance', 'report query performance', 'report database capacity', 'report query performance', 'report performance degradation', 'report query performance']",Report / Query / Performance
42,"['ldap query latency', 'ldap authentication failure', 'ldap server latency', 'ldap connection timeout', 'ldap connection timeout', 'ldap connection timeout', 'ldap connection timeout', 'ldap connection timeout', 'ldap login failure', 'ldap authentication failure', 'ldap authentication failure', 'ldap login failure', 'ldap authentication failure', 'ldap authentication failure', 'ldap authentication failure', 'ldap authentication failure', 'ldap authentication failure', 'ldap login failure', 'ldap authentication failure', 'ldap authentication failure', 'ldap authentication failure', 'ldap authentication failure', 'ldap login failure']",Ldap / Failure / Authentication
43,"['ach routing number', 'ach route validation', 'ach routing error', 'ach routing error', 'ach routing error', 'ach routing error', 'ach routing error', 'ach route error', 'ach routing error', 'ach routing error']",Routing / Error / Route
